frame,cap_ms,pnp_ms,upload_ms,swap_ms,found,t_x,t_y,t_z,r_x,r_y,r_z,reproj_mean,reproj_median,reproj_max
884,32966.094,32966.094,32991.890,32993.468,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
885,33001.453,33001.453,33025.890,33027.459,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
886,33033.696,33033.696,33063.879,33065.562,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
887,33067.784,33067.784,33100.635,33104.938,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
888,33132.209,33132.209,33160.743,33162.454,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
889,33166.730,33166.730,33193.205,33194.854,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
890,33200.800,33200.800,33229.033,33230.661,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
891,33235.519,33235.519,33264.069,33265.720,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
892,33268.260,33268.260,33296.046,33297.768,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
893,33301.372,33301.372,33328.648,33330.384,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
894,33333.910,33333.910,33362.604,33364.259,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
895,33369.029,33369.029,33397.660,33399.281,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
896,33403.710,33403.710,33435.719,33438.415,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
897,33465.731,33465.731,33494.729,33496.381,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
898,33501.336,33501.336,33530.223,33531.928,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
899,33534.020,33534.020,33562.196,33563.959,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
900,33567.716,33567.716,33597.450,33599.162,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
901,33601.797,33601.797,33629.591,33631.256,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
902,33634.594,33634.594,33663.556,33665.256,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
903,33668.088,33668.088,33698.755,33700.266,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
904,33702.575,33702.575,33734.835,33738.467,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
905,33766.829,33766.829,33800.723,33804.892,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
906,33833.863,33833.863,33867.688,33871.777,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
907,33900.425,33900.425,33932.289,33933.975,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
908,33965.895,33965.895,33997.837,33999.571,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
909,34002.075,34002.075,34031.215,34032.939,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
910,34068.429,34068.429,34100.086,34101.779,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
911,34133.504,34133.504,34165.588,34167.242,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
912,34201.447,34201.447,34233.612,34238.156,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
913,34267.772,34267.772,34302.003,34305.172,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
914,34332.707,34332.707,34364.126,34366.234,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
915,34407.637,34407.637,34445.314,34447.048,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
916,34466.590,34466.590,34499.491,34501.187,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
917,34533.506,34533.506,34568.618,34572.470,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
918,34603.199,34603.199,34639.300,34640.780,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
919,34665.983,34665.983,34699.139,34700.884,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
920,34733.201,34733.201,34765.706,34767.497,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
921,34801.816,34801.816,34837.149,34838.908,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
922,34867.484,34867.484,35183.721,35188.108,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
