frame,cap_ms,pnp_ms,upload_ms,swap_ms,found,t_x,t_y,t_z,r_x,r_y,r_z,reproj_mean,reproj_median,reproj_max
441,16200.871,16211.742,16214.164,16215.862,1,0.027,-0.031,0.853,-0.901,0.837,1.334,0.643,0.623,1.923
442,16231.938,16244.050,16246.574,16248.183,1,0.028,-0.033,0.852,-0.900,0.839,1.337,0.645,0.632,1.947
443,16265.514,16275.305,16277.716,16279.358,1,0.028,-0.033,0.851,-0.900,0.842,1.338,0.646,0.575,1.970
444,16298.640,16310.662,16313.219,16314.947,1,0.028,-0.034,0.850,-0.902,0.844,1.339,0.643,0.628,1.941
445,16332.212,16345.648,16348.061,16349.706,1,0.026,-0.036,0.849,-0.902,0.844,1.339,0.663,0.582,2.072
446,16363.887,16374.613,16376.939,16378.535,1,0.025,-0.039,0.849,-0.902,0.844,1.339,0.646,0.563,2.004
447,16399.966,16411.360,16413.757,16415.369,1,0.022,-0.040,0.847,-0.904,0.845,1.336,0.663,0.602,1.997
448,16431.380,16443.421,16445.934,16447.594,1,0.017,-0.039,0.847,-0.908,0.845,1.331,0.664,0.603,1.980
449,16467.318,16478.739,16481.139,16482.852,1,0.013,-0.040,0.847,-0.911,0.843,1.328,0.663,0.617,1.989
450,16497.699,16509.103,16511.661,16513.346,1,0.012,-0.042,0.847,-0.911,0.843,1.327,0.651,0.580,1.949
451,16531.508,16543.571,16546.083,16547.765,1,0.012,-0.042,0.846,-0.912,0.846,1.328,0.669,0.596,1.917
452,16565.605,16576.938,16579.426,16581.042,1,0.013,-0.043,0.846,-0.912,0.848,1.330,0.669,0.611,2.004
453,16599.067,16611.565,16613.933,16615.596,1,0.018,-0.045,0.845,-0.911,0.852,1.336,0.687,0.646,2.008
454,16630.872,16642.689,16645.019,16646.642,1,0.022,-0.048,0.842,-0.909,0.857,1.341,0.670,0.608,2.094
455,16665.387,16677.393,16679.885,16681.628,1,0.025,-0.049,0.841,-0.909,0.861,1.344,0.661,0.580,1.959
456,16700.445,16712.092,16714.524,16716.144,1,0.027,-0.049,0.839,-0.910,0.866,1.346,0.672,0.570,2.020
457,16731.903,16742.899,16745.348,16746.979,1,0.027,-0.048,0.839,-0.913,0.871,1.344,0.675,0.642,2.021
458,16764.747,16775.712,16778.073,16779.798,1,0.028,-0.048,0.838,-0.916,0.873,1.346,0.679,0.630,2.149
459,16800.310,16811.750,16814.131,16815.834,1,0.030,-0.052,0.836,-0.914,0.871,1.349,0.712,0.548,2.214
460,16831.831,16843.121,16845.636,16847.324,1,0.029,-0.057,0.834,-0.912,0.869,1.349,0.680,0.592,2.040
461,16865.097,16876.375,16878.880,16880.549,1,0.029,-0.058,0.833,-0.911,0.872,1.348,0.686,0.619,2.116
462,16897.630,16908.659,16911.081,16912.704,1,0.027,-0.054,0.833,-0.916,0.876,1.343,0.686,0.659,2.012
463,16932.622,16944.513,16947.027,16948.737,1,0.028,-0.053,0.833,-0.918,0.879,1.346,0.689,0.590,2.125
464,16964.882,16975.930,16978.353,16980.016,1,0.033,-0.053,0.833,-0.917,0.883,1.351,0.715,0.688,2.124
465,17000.034,17014.848,17017.350,17021.675,1,0.038,-0.054,0.831,-0.916,0.888,1.358,0.696,0.634,2.087
466,17031.828,17042.445,17044.787,17046.399,1,0.043,-0.054,0.829,-0.916,0.894,1.362,0.680,0.636,2.036
467,17066.293,17080.918,17083.332,17085.024,1,0.042,-0.053,0.827,-0.919,0.900,1.359,0.719,0.696,2.283
468,17098.263,17109.315,17111.611,17113.274,1,0.040,-0.048,0.826,-0.928,0.907,1.354,0.698,0.671,2.181
469,17132.221,17142.617,17145.027,17146.715,1,0.039,-0.046,0.826,-0.933,0.909,1.353,0.695,0.654,2.153
470,17165.298,17176.114,17178.538,17180.167,1,0.041,-0.046,0.826,-0.933,0.911,1.354,0.702,0.645,2.118
471,17199.680,17212.061,17214.486,17216.109,1,0.042,-0.045,0.825,-0.935,0.915,1.354,0.703,0.628,2.101
472,17231.696,17242.974,17245.406,17247.128,1,0.041,-0.045,0.824,-0.938,0.916,1.353,0.702,0.647,2.165
473,17265.468,17276.147,17278.575,17280.216,1,0.039,-0.046,0.823,-0.940,0.915,1.350,0.708,0.615,2.131
474,17298.941,17321.090,17323.397,17324.943,1,0.035,-0.047,0.822,-0.942,0.914,1.347,0.703,0.654,2.152
475,17331.402,17343.682,17345.979,17347.585,1,0.032,-0.050,0.822,-0.943,0.911,1.345,0.730,0.673,2.316
476,17363.896,17363.896,17388.319,17389.757,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
477,17400.889,17410.799,17413.135,17414.768,1,0.027,-0.057,0.819,-0.941,0.907,1.343,0.707,0.649,2.124
478,17431.563,17431.563,17456.181,17457.818,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
479,17465.755,17465.755,17489.277,17490.804,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
480,17500.276,17500.276,17524.231,17525.889,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
481,17531.955,17531.955,17555.881,17557.520,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
482,17566.074,17566.074,17588.508,17589.947,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
483,17599.582,17599.582,17623.910,17625.561,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
484,17631.207,17631.207,17654.230,17655.950,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
485,17664.730,17674.687,17676.907,17678.555,1,0.001,-0.076,0.812,-0.942,0.888,1.326,0.731,0.680,2.194
486,17698.622,17698.622,17723.791,17725.447,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
487,17731.690,17742.054,17744.386,17746.069,1,-0.004,-0.076,0.810,-0.945,0.885,1.321,0.739,0.645,2.242
488,17766.771,17766.771,17790.423,17792.023,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
489,17801.390,17811.714,17814.048,17815.671,1,-0.011,-0.072,0.811,-0.950,0.885,1.313,0.730,0.685,2.269
490,17831.242,17841.580,17843.928,17845.615,1,-0.013,-0.071,0.810,-0.952,0.884,1.311,0.730,0.713,2.279
491,17865.323,17875.984,17878.537,17880.133,1,-0.015,-0.070,0.810,-0.953,0.883,1.309,0.742,0.645,2.332
492,17898.528,17909.237,17911.576,17913.198,1,-0.016,-0.069,0.811,-0.953,0.884,1.308,0.730,0.660,2.227
493,17931.149,17931.149,17969.536,17971.892,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
494,18000.468,18000.468,18031.593,18033.217,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
495,18065.341,18075.577,18077.934,18079.644,1,-0.017,-0.066,0.810,-0.955,0.884,1.307,0.741,0.625,2.305
496,18097.999,18108.455,18110.778,18112.443,1,-0.018,-0.066,0.811,-0.956,0.884,1.306,0.728,0.683,2.265
497,18131.622,18142.925,18145.384,18146.975,1,-0.018,-0.065,0.811,-0.955,0.883,1.307,0.734,0.650,2.244
498,18165.673,18176.568,18179.037,18180.620,1,-0.017,-0.066,0.810,-0.954,0.882,1.307,0.738,0.715,2.234
499,18199.772,18210.857,18213.377,18215.023,1,-0.018,-0.066,0.810,-0.954,0.882,1.307,0.730,0.658,2.266
500,18231.308,18231.308,18259.036,18260.575,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
501,18266.232,18292.176,18294.437,18296.074,1,-0.018,-0.064,0.810,-0.955,0.883,1.306,0.738,0.659,2.248
502,18299.865,18325.740,18328.242,18329.903,1,-0.019,-0.063,0.810,-0.956,0.882,1.305,0.732,0.667,2.281
503,18333.264,18360.218,18362.628,18364.303,1,-0.020,-0.063,0.810,-0.956,0.881,1.305,0.737,0.706,2.238
504,18400.465,18411.748,18414.153,18415.891,1,-0.018,-0.065,0.809,-0.954,0.879,1.307,0.731,0.670,2.226
505,18430.876,18442.253,18444.670,18446.360,1,-0.017,-0.067,0.809,-0.952,0.878,1.308,0.740,0.728,2.333
506,18465.609,18465.609,18493.442,18495.119,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
507,18499.630,18524.191,18526.550,18528.151,1,-0.015,-0.071,0.809,-0.948,0.876,1.310,0.739,0.673,2.264
508,18532.187,18554.857,18557.183,18558.856,1,-0.012,-0.071,0.809,-0.946,0.877,1.312,0.740,0.631,2.263
509,18566.179,18590.585,18593.034,18594.694,1,-0.009,-0.072,0.809,-0.945,0.878,1.315,0.740,0.626,2.264
510,18599.560,18621.816,18624.247,18625.906,1,-0.006,-0.072,0.809,-0.943,0.879,1.318,0.734,0.711,2.241
511,18631.999,18642.669,18645.124,18646.826,1,-0.003,-0.072,0.809,-0.943,0.881,1.319,0.751,0.667,2.242
512,18665.291,18675.396,18677.852,18679.529,1,-0.001,-0.071,0.809,-0.943,0.882,1.320,0.750,0.669,2.212
513,18698.796,18709.575,18711.999,18713.634,1,0.003,-0.071,0.809,-0.942,0.883,1.322,0.751,0.647,2.315
514,18732.145,18742.264,18744.602,18746.200,1,0.005,-0.071,0.808,-0.941,0.885,1.324,0.747,0.685,2.224
515,18766.232,18777.681,18780.104,18781.731,1,0.007,-0.071,0.808,-0.941,0.885,1.325,0.749,0.710,2.342
516,18799.863,18810.427,18812.810,18814.446,1,0.010,-0.071,0.808,-0.940,0.884,1.327,0.742,0.653,2.281
517,18832.043,18856.632,18859.021,18860.704,1,0.013,-0.073,0.808,-0.936,0.884,1.330,0.743,0.664,2.238
518,18865.898,18889.882,18892.268,18893.944,1,0.015,-0.072,0.808,-0.934,0.885,1.332,0.733,0.648,2.225
519,18899.129,18921.132,18923.411,18925.027,1,0.014,-0.072,0.808,-0.933,0.882,1.331,0.739,0.674,2.327
520,18931.873,18954.271,18956.663,18958.273,1,0.011,-0.071,0.808,-0.933,0.877,1.328,0.745,0.621,2.193
521,18965.118,18988.557,18990.919,18992.476,1,0.007,-0.071,0.809,-0.932,0.870,1.324,0.742,0.656,2.277
522,19000.540,19023.441,19025.782,19027.442,1,0.002,-0.071,0.810,-0.929,0.861,1.320,0.749,0.706,2.205
523,19032.041,19032.041,19054.595,19056.128,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
524,19061.705,19061.705,19085.635,19088.499,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
525,19099.251,19099.251,19122.697,19124.146,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
526,19131.594,19131.594,19155.438,19156.889,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
527,19166.148,19166.148,19188.221,19189.658,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
528,19199.204,19199.204,19223.432,19225.049,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
529,19231.836,19231.836,19255.559,19257.008,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
530,19265.984,19265.984,19290.025,19291.630,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
531,19299.109,19312.352,19314.575,19316.213,1,0.007,-0.157,0.811,-0.798,0.728,1.367,0.771,0.707,2.361
532,19332.473,19345.851,19348.278,19349.981,1,0.005,-0.163,0.813,-0.785,0.714,1.368,0.734,0.675,2.057
533,19363.621,19374.948,19377.170,19378.883,1,0.007,-0.167,0.814,-0.774,0.705,1.370,0.683,0.643,2.082
534,19399.787,19410.628,19412.941,19414.630,1,0.007,-0.167,0.815,-0.767,0.698,1.369,0.679,0.622,2.130
535,19430.737,19430.737,19453.238,19455.236,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
536,19465.231,19465.231,19488.435,19489.951,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
537,19498.313,19498.313,19521.539,19523.081,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
538,19532.961,19532.961,19556.003,19557.598,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
539,19565.522,19565.522,19588.188,19589.709,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
540,19599.672,19599.672,19622.584,19624.116,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
541,19631.015,19631.015,19654.355,19655.967,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
542,19666.032,19679.786,19682.107,19683.755,1,0.050,-0.123,0.833,-0.737,0.701,1.410,0.671,0.651,2.091
543,19698.681,19708.207,19710.525,19712.225,1,0.051,-0.121,0.833,-0.733,0.696,1.413,0.610,0.592,1.778
544,19734.005,19745.482,19747.728,19749.414,1,0.052,-0.122,0.834,-0.727,0.687,1.416,0.618,0.583,1.797
545,19765.629,19781.822,19784.200,19788.359,1,0.055,-0.125,0.834,-0.717,0.680,1.420,0.602,0.556,1.816
546,19799.289,19816.570,19818.960,19821.704,1,0.054,-0.127,0.834,-0.711,0.671,1.420,0.627,0.576,1.842
547,19831.833,19849.705,19852.014,19855.138,1,0.049,-0.132,0.836,-0.703,0.657,1.417,0.607,0.539,1.738
548,19864.669,19864.669,19887.878,19889.481,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
549,19898.884,19914.294,19916.588,19918.209,1,0.055,-0.141,0.838,-0.679,0.639,1.428,0.578,0.560,1.832
550,19931.518,19949.689,19951.983,19955.210,1,0.056,-0.145,0.839,-0.670,0.629,1.432,0.591,0.541,1.659
551,19965.159,19993.357,19995.660,19997.306,1,0.058,-0.151,0.838,-0.659,0.620,1.438,0.594,0.454,1.875
552,20003.181,20018.190,20020.574,20022.435,1,0.055,-0.156,0.838,-0.648,0.610,1.438,0.551,0.470,1.701
553,20031.944,20042.520,20044.843,20046.504,1,0.053,-0.160,0.840,-0.640,0.599,1.438,0.580,0.501,1.761
554,20067.028,20079.326,20081.622,20083.329,1,0.052,-0.165,0.839,-0.629,0.589,1.440,0.555,0.495,1.531
555,20101.070,20115.703,20118.056,20121.838,1,0.050,-0.166,0.840,-0.621,0.583,1.439,0.537,0.499,1.600
556,20131.577,20143.417,20145.761,20147.445,1,0.052,-0.166,0.842,-0.614,0.578,1.445,0.562,0.539,1.500
557,20166.412,20180.879,20183.157,20184.766,1,0.057,-0.165,0.842,-0.606,0.577,1.454,0.513,0.492,1.573
558,20200.671,20209.708,20211.988,20213.675,1,0.057,-0.165,0.841,-0.602,0.572,1.459,0.527,0.510,1.561
559,20231.655,20243.866,20246.286,20247.958,1,0.056,-0.168,0.841,-0.594,0.562,1.463,0.534,0.466,1.510
560,20266.405,20277.204,20279.580,20281.203,1,0.061,-0.171,0.839,-0.580,0.557,1.475,0.528,0.437,1.451
561,20303.012,20315.910,20318.424,20322.100,1,0.065,-0.169,0.837,-0.574,0.560,1.482,0.531,0.440,1.522
562,20334.261,20334.261,20356.953,20358.516,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
563,20364.822,20364.822,20387.748,20389.518,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
564,20400.691,20400.691,20423.532,20425.168,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
565,20431.157,20431.157,20453.872,20455.875,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
566,20465.875,20479.474,20481.742,20483.360,1,0.032,-0.132,0.835,-0.578,0.551,1.456,0.873,0.729,2.634
567,20498.968,20498.968,20521.556,20523.075,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
568,20533.228,20533.228,20556.136,20557.760,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
569,20565.914,20565.914,20588.953,20590.500,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
570,20600.758,20600.758,20625.335,20626.954,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
571,20631.457,20631.457,20656.194,20657.647,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
572,20665.143,20665.143,20688.830,20690.347,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
573,20700.483,20713.537,20715.850,20717.548,1,-0.008,-0.064,0.823,-0.599,0.550,1.424,0.497,0.418,1.498
574,20732.498,20792.443,20794.732,20796.464,1,-0.014,-0.062,0.819,-0.597,0.545,1.420,0.725,0.655,1.696
575,20800.707,20851.892,20854.324,20855.808,1,-0.022,-0.055,0.815,-0.586,0.535,1.419,0.463,0.421,1.339
576,20864.626,20864.626,20891.149,20892.791,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
577,20898.382,20983.003,20985.386,20988.722,1,0.006,-0.064,0.805,-0.551,0.527,1.490,2.770,2.279,13.889
578,21000.133,21012.692,21015.096,21016.768,1,0.000,-0.062,0.794,-0.530,0.520,1.502,0.561,0.480,1.339
579,21032.025,21091.976,21094.300,21095.961,1,-0.003,-0.062,0.791,-0.526,0.512,1.503,0.934,0.943,1.921
580,21103.055,21115.449,21117.766,21121.842,1,-0.012,-0.073,0.784,-0.506,0.486,1.502,0.447,0.400,1.394
581,21131.965,21146.991,21149.311,21151.054,1,-0.010,-0.077,0.779,-0.496,0.480,1.512,0.673,0.604,1.644
582,21166.175,21179.674,21182.104,21183.737,1,-0.018,-0.081,0.774,-0.492,0.470,1.503,0.603,0.559,1.429
583,21201.797,21248.155,21250.567,21255.015,1,-0.021,-0.080,0.773,-0.482,0.464,1.500,0.447,0.390,1.210
584,21264.615,21309.006,21311.374,21313.052,1,-0.021,-0.086,0.766,-0.468,0.449,1.508,0.442,0.406,1.230
585,21330.832,21376.406,21378.717,21380.342,1,-0.015,-0.085,0.762,-0.457,0.443,1.523,0.440,0.368,1.148
586,21400.242,21454.197,21456.464,21458.141,1,-0.020,-0.087,0.756,-0.450,0.431,1.514,0.437,0.393,1.185
587,21465.793,21477.199,21479.513,21481.128,1,-0.022,-0.095,0.749,-0.435,0.411,1.512,0.435,0.391,1.175
588,21498.947,21510.006,21512.325,21514.000,1,-0.020,-0.096,0.747,-0.427,0.410,1.514,0.433,0.416,1.227
589,21531.358,21545.049,21547.406,21549.159,1,-0.014,-0.095,0.746,-0.423,0.408,1.526,0.480,0.419,1.235
590,21565.183,21579.524,21581.993,21583.646,1,-0.006,-0.097,0.744,-0.417,0.405,1.539,0.514,0.458,1.286
591,21600.205,21610.729,21613.059,21614.774,1,-0.002,-0.100,0.741,-0.410,0.406,1.543,0.416,0.362,1.094
592,21630.464,21643.743,21646.202,21647.903,1,0.001,-0.100,0.740,-0.405,0.407,1.544,0.419,0.397,1.144
593,21665.458,21676.943,21679.290,21680.910,1,0.004,-0.099,0.739,-0.406,0.407,1.547,0.408,0.382,1.102
594,21700.079,21746.447,21748.929,21750.648,1,0.005,-0.101,0.737,-0.402,0.402,1.546,0.446,0.416,1.186
595,21766.318,21808.864,21811.286,21813.020,1,0.012,-0.106,0.733,-0.385,0.403,1.543,0.396,0.367,1.071
596,21833.691,21886.816,21889.176,21890.716,1,0.016,-0.106,0.732,-0.383,0.404,1.545,0.406,0.379,1.027
597,21897.721,21944.530,21946.922,21948.635,1,0.017,-0.107,0.731,-0.379,0.402,1.540,0.409,0.371,1.070
598,21966.090,22021.290,22023.643,22025.305,1,0.020,-0.107,0.730,-0.378,0.405,1.546,0.396,0.352,1.111
599,22032.111,22077.267,22079.618,22081.262,1,0.020,-0.101,0.730,-0.389,0.411,1.557,0.423,0.379,1.029
600,22100.133,22158.478,22161.460,22163.487,1,0.016,-0.089,0.731,-0.408,0.421,1.558,0.653,0.523,2.016
601,22166.979,22316.244,22318.550,22321.933,1,0.003,-0.072,0.732,-0.437,0.438,1.523,2.125,2.105,3.569
602,22331.512,22372.088,22374.584,22376.194,1,0.007,-0.077,0.728,-0.453,0.442,1.523,0.439,0.418,1.129
603,22401.442,22444.295,22446.622,22448.346,1,0.000,-0.075,0.727,-0.469,0.450,1.498,0.453,0.440,1.182
604,22465.734,22515.653,22517.974,22521.708,1,0.000,-0.060,0.728,-0.491,0.491,1.476,1.487,1.220,4.285
605,22532.605,22542.710,22545.114,22546.778,1,-0.005,-0.050,0.732,-0.525,0.490,1.456,0.460,0.418,1.148
606,22566.325,22579.811,22582.152,22583.851,1,-0.007,-0.047,0.734,-0.535,0.497,1.441,0.522,0.469,1.377
607,22600.656,22611.368,22613.627,22615.335,1,-0.013,-0.044,0.739,-0.552,0.497,1.422,0.482,0.450,1.318
608,22631.134,22644.965,22647.223,22648.871,1,-0.013,-0.046,0.744,-0.558,0.494,1.414,0.551,0.510,2.085
609,22666.591,22677.424,22679.735,22681.384,1,-0.013,-0.050,0.747,-0.564,0.498,1.401,0.491,0.426,1.192
610,22699.035,22712.261,22714.722,22716.410,1,-0.017,-0.052,0.752,-0.574,0.496,1.384,0.504,0.457,1.330
611,22733.764,22747.006,22749.328,22751.014,1,-0.020,-0.057,0.757,-0.581,0.489,1.369,0.580,0.453,1.847
612,22766.207,22778.882,22781.117,22782.783,1,-0.022,-0.064,0.762,-0.585,0.489,1.353,0.564,0.462,1.441
613,22801.832,22815.578,22818.039,22821.911,1,-0.023,-0.070,0.766,-0.591,0.487,1.338,0.536,0.507,1.385
614,22832.197,22860.134,22862.520,22864.234,1,-0.025,-0.077,0.771,-0.598,0.467,1.329,1.929,1.873,5.524
615,22866.550,22893.397,22895.829,22897.541,1,-0.027,-0.091,0.778,-0.596,0.482,1.307,3.207,2.736,12.818
616,22899.832,22918.040,22920.357,22922.452,1,-0.028,-0.102,0.781,-0.592,0.477,1.291,3.191,2.176,9.110
617,22932.679,22958.021,22960.444,22962.103,1,-0.029,-0.112,0.789,-0.605,0.467,1.279,1.237,1.013,3.936
618,22965.967,22982.727,22985.054,22988.617,1,-0.028,-0.119,0.795,-0.605,0.464,1.269,0.604,0.517,1.537
619,23000.409,23014.008,23016.304,23017.929,1,-0.028,-0.123,0.801,-0.612,0.465,1.257,0.524,0.482,1.621
620,23032.071,23045.957,23048.310,23049.973,1,-0.028,-0.126,0.808,-0.621,0.465,1.246,0.546,0.504,1.377
621,23066.336,23079.630,23081.894,23083.627,1,-0.030,-0.131,0.815,-0.628,0.465,1.233,0.588,0.499,1.651
622,23099.201,23113.140,23115.493,23117.151,1,-0.034,-0.135,0.820,-0.636,0.462,1.217,0.558,0.471,1.650
623,23132.408,23145.982,23148.235,23149.889,1,-0.038,-0.140,0.827,-0.642,0.460,1.202,0.533,0.467,1.422
624,23166.291,23180.213,23182.587,23184.247,1,-0.037,-0.143,0.834,-0.646,0.462,1.192,0.556,0.495,1.611
625,23199.652,23211.771,23214.132,23215.739,1,-0.036,-0.144,0.838,-0.654,0.466,1.186,0.523,0.507,1.451
626,23232.662,23246.877,23249.265,23250.969,1,-0.040,-0.144,0.843,-0.665,0.465,1.171,0.543,0.522,1.404
627,23266.236,23278.119,23280.491,23282.199,1,-0.043,-0.145,0.848,-0.671,0.464,1.158,0.531,0.523,1.441
628,23300.572,23316.640,23319.008,23321.543,1,-0.048,-0.144,0.850,-0.681,0.465,1.143,0.655,0.581,1.536
629,23333.839,23360.903,23363.249,23364.939,1,-0.057,-0.141,0.853,-0.691,0.462,1.122,0.657,0.641,1.562
630,23367.167,23367.167,23394.568,23396.245,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
631,23400.298,23400.298,23427.956,23429.611,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
632,23432.901,23432.901,23461.080,23462.756,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
633,23466.809,23466.809,23494.963,23496.659,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
634,23500.482,23516.738,23519.016,23521.694,1,-0.087,-0.092,0.873,-0.763,0.472,1.036,0.594,0.450,1.861
635,23533.587,23550.715,23553.053,23554.591,1,-0.084,-0.086,0.874,-0.772,0.474,1.032,0.594,0.472,1.599
636,23565.129,23581.582,23583.832,23588.223,1,-0.080,-0.081,0.877,-0.778,0.477,1.027,0.648,0.538,1.734
637,23602.191,23620.591,23622.981,23624.425,1,-0.078,-0.076,0.877,-0.787,0.479,1.021,0.578,0.480,1.587
638,23630.759,23645.179,23647.395,23649.019,1,-0.079,-0.072,0.878,-0.794,0.477,1.011,0.544,0.477,1.397
639,23667.413,23683.797,23686.109,23688.362,1,-0.079,-0.073,0.878,-0.798,0.471,1.005,0.558,0.548,1.495
640,23699.591,23711.782,23713.956,23715.604,1,-0.079,-0.076,0.877,-0.797,0.468,0.997,0.533,0.518,1.417
641,23733.200,23733.200,23763.014,23764.684,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
642,23767.024,23781.728,23783.989,23788.304,1,-0.078,-0.068,0.880,-0.807,0.467,0.980,0.568,0.534,1.609
643,23801.541,23817.016,23819.515,23821.673,1,-0.079,-0.070,0.877,-0.810,0.463,0.971,0.659,0.621,1.745
644,23831.575,23831.575,23858.507,23860.140,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
645,23866.657,23866.657,23896.283,23897.982,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
646,23933.171,23933.171,23961.059,23962.765,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
647,23966.139,23978.829,23981.229,23982.908,1,-0.110,-0.047,0.877,-0.848,0.436,0.885,0.551,0.507,1.643
648,24001.577,24001.577,24029.266,24030.955,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
649,24033.409,24033.409,24061.912,24063.590,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
650,24067.205,24067.205,24094.394,24095.964,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
651,24101.690,24114.149,24116.549,24118.235,1,-0.120,-0.025,0.879,-0.876,0.423,0.834,0.556,0.555,1.559
652,24132.609,24152.148,24154.823,24156.292,1,-0.121,-0.023,0.879,-0.878,0.420,0.822,0.590,0.512,1.598
653,24166.258,24183.813,24186.207,24189.093,1,-0.122,-0.019,0.878,-0.883,0.417,0.814,0.572,0.545,1.423
654,24204.520,24219.269,24221.685,24223.153,1,-0.122,-0.019,0.877,-0.884,0.411,0.807,0.563,0.531,1.586
655,24232.157,24232.157,24258.503,24260.115,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
656,24267.661,24267.661,24293.813,24295.492,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
657,24300.369,24315.653,24317.987,24321.825,1,-0.115,-0.035,0.870,-0.871,0.396,0.796,0.594,0.560,1.656
658,24333.947,24333.947,24359.430,24361.036,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
659,24364.800,24364.800,24390.275,24391.900,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
660,24402.637,24402.637,24428.245,24429.847,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
661,24433.852,24433.852,24459.359,24460.970,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
662,24467.515,24467.515,24494.730,24496.393,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
